"sequence_number","delta","gyro_x","gyro_y","gyro_z","accel_x","accel_y","accel_z","control_x","control_speed"
"7028","0.107674","0.000915527","-0.00268555","0.104126","0.0372925","0.00286865","-0.968689","0.976562","-1"
"7029","0.102348","-0.000671387","-0.00732422","0.101074","0.0186157","0.0804443","-0.965698","0.976562","-1"
"7030","0.075255","0.00140381","-0.00378418","0.0986328","-0.0107422","0.121948","-1.07599","0.976562","-1"
"7031","0.089993","-6.10352e-05","-0.00415039","0.0993652","0.000854492","0.0932007","-0.986206","0.976562","-1"
"7032","0.085028","-0.00262451","-0.00646973","0.0956421","0.0401611","0.149597","-0.92688","0.976562","-1"
"7033","0.082369","-0.00384521","-0.0107422","0.0930176","0.0314331","0.151794","-0.867981","0.976562","-1"
"7034","0.093896","-0.00213623","-0.00769043","0.0861206","0.0145874","0.0723267","-0.892761","0.976562","-1"
"7035","0.118872","-0.00384521","-0.0118408","0.0876465","0.03302","0.0332642","-0.839844","0.976562","-1"
"7036","0.078448","-0.00335693","-0.0100708","0.0824585","0.0378418","0.141357","-0.925232","0.976562","-1"
"7037","0.080031","-6.10352e-05","-0.00457764","0.0797119","0.00689697","0.15155","-0.978394","0.976562","-1"
"7038","0.075911","0.000244141","-0.00531006","0.076416","0.000854492","0.167297","-1.08264","0.976562","-1"
"7039","0.075468","-0.00335693","-0.00738525","0.0809937","0.0125122","0.165894","-1.08667","0.976562","-1"
"7040","0.090781","-0.00427246","-0.00689697","0.074707","0.0125732","0.139404","-1.05426","0.976562","-1"
"7041","0.082795","-0.00384521","-0.00738525","0.0757446","0.0137939","0.0470581","-1.06897","0.976562","-1"
"7042","0.0885","-0.00372314","-0.00756836","0.0827637","0.00262451","0.0349731","-1.19037","0.976562","-1"
"7043","0.09653","-0.003479","-0.00506592","0.0948486","0.0357666","0.0455933","-1.14758","0.976562","-1"
"7044","0.082643","-0.00201416","-0.00585938","0.102173","0.00671387","0.0811768","-1.04468","0.976562","-1"
"7045","0.082265","-0.00268555","-0.00512695","0.112","0.00762939","0.0987549","-1.17108","0.976562","-1"
"7046","0.076227","-0.00366211","-0.00421143","0.12146","0.0032959","0.16626","-1.11945","0.976562","-1"
"7047","0.088846","-0.00128174","-0.00372314","0.125366","0.0298462","0.155151","-1.05505","0.976562","-1"
"7048","0.105068","-0.000976562","-0.00445557","0.124512","0.0258789","0.107666","-1.03406","0.976562","-1"
"7049","0.083346","-0.00305176","-0.00439453","0.123047","0.0824585","0.0863647","-1.11237","0.976562","-1"
"7050","0.09751","0.000427246","-0.00585938","0.121948","0.0557251","0.143127","-1.00677","0.976562","-1"
"7051","0.082837","0.00177002","-0.00610352","0.115845","0.0455322","0.0600586","-1.04913","0.976562","-1"
"7052","0.104624","-0.000305176","-0.00537109","0.110229","0.0394287","0.0622559","-1.00885","0.976562","-1"
"7053","0.076351","-0.000732422","-0.00457764","0.103882","0.0258179","0.064209","-0.954468","0.976562","-1"
"7054","0.088619","0.00201416","-0.00201416","0.0990601","0.0161133","0.13446","-0.950928","0.976562","-1"
"7055","0.081657","0.000366211","-0.000244141","0.0927734","0.00915527","0.0649414","-0.949951","0.976562","-1"
"7056","0.069963","-0.00146484","-0.000549316","0.0888672","0.0418701","0.0394287","-0.914368","0.976562","-1"
"7057","0.081446","-0.0012207","-0.00250244","0.0872803","0.0482178","-0.0241089","-0.898376","0.976562","-1"
"7058","0.103648","-0.0020752","-0.00164795","0.0877686","0.0671997","0.0119019","-0.962891","0.976562","-1"
"7059","0.082165","-0.00372314","-0.00158691","0.0849609","0.0432739","-0.00299072","-0.955322","0.976562","-1"
"7060","0.075258","-0.00512695","-0.00354004","0.0866089","0.0614014","-0.0438232","-0.959229","0.976562","-1"
"7061","0.083679","-0.00311279","-0.00415039","0.088562","0.0578613","-0.036499","-0.974792","0.976562","-1"
"7062","0.090006","-0.00311279","-0.00408936","0.0933228","0.0438232","0.0410156","-1.02393","0.976562","-1"
"7063","0.070024","-0.000854492","-0.00634766","0.0979614","0.0158081","0.0365601","-0.987488","0.976562","-1"
"7064","0.079753","0","-0.00634766","0.106445","0.0531616","-0.0136719","-0.999207","0.976562","-1"
"7065","0.111276","-0.000305176","-0.00610352","0.110962","0.0563354","0.0872803","-0.972351","0.976562","-1"
"7066","0.083976","-0.00170898","-0.00476074","0.115845","0.0458984","0.086731","-0.972839","0.976562","-1"
"7067","0.090246","-0.00244141","-0.00512695","0.119873","0.0703125","0.0482178","-0.968201","0.976562","-1"
"7068","0.088516","-0.00384521","-0.00427246","0.121155","0.0615845","-0.020752","-0.87439","0.976562","-1"
"7069","0.09147","-0.00274658","-0.00628662","0.119202","0.0831299","-0.0410767","-0.86322","0.976562","-1"
"7070","0.073319","-0.00177002","-0.0022583","0.11377","0.0748291","-0.0350342","-0.867676","0.976562","-1"
"7071","0.076677","-0.00292969","-0.00524902","0.109863","0.0635986","-0.0286865","-0.880371","0.976562","-1"
"7072","0.110018","-0.000915527","-0.00482178","0.1026","0.0496826","-0.0790405","-0.928345","0.972656","-1"
"7073","0.084991","-0.000244141","-0.00512695","0.0985107","0.0556641","-0.0419312","-1.05493","-0.986328","-1"
"7074","0.089538","-0.00134277","-0.00463867","0.0653687","0.0170288","-0.0134277","-1.11853","-0.96875","-1"
"7075","0.081737","-0.0020752","-0.00561523","0.0314941","0.0178223","-0.0507812","-1.15234","-0.966797","-1"
"7076","0.074964","0.000793457","-0.00250244","-0.00415039","0.00518799","-0.00616455","-1.15259","-0.966797","-1"
"7077","0.074733","-0.00128174","0.000488281","-0.0390625","0.0340576","-0.00549316","-1.06995","-0.966797","-1"
"7078","0.083759","-0.000305176","-6.10352e-05","-0.0752563","0.0211182","0.0142822","-1.05847","-0.96875","-1"
"7079","0.090291","-0.00146484","0.00384521","-0.0828247","-0.00775146","0.00732422","-0.9245","-0.970703","-1"
"7080","0.099768","-0.00109863","0.00213623","-0.0859985","-0.00836182","-0.0316162","-0.931641","-0.970703","-1"
"7081","0.088585","-0.00268555","0.00292969","-0.0891724","0.00933838","-0.0355225","-0.921997","-0.972656","-1"
"7082","0.076623","-0.000427246","0.0032959","-0.0932007","-0.0164185","-0.0368652","-0.981262","-0.972656","-1"
"7083","0.072293","0.000793457","0.00805664","-0.0952148","-0.0238037","-0.0783691","-1.03632","-0.972656","-1"
"7084","0.097484","0","0.00683594","-0.09552","6.10352e-05","-0.137634","-1.10645","-0.972656","-1"
"7085","0.073592","0.00164795","0.00805664","-0.0944824","-0.0162964","-0.147156","-1.06665","-0.972656","-1"
"7086","0.09751","0.00280762","0.00891113","-0.0919189","-0.000427246","-0.209656","-1.13043","-0.972656","-1"
"7087","0.106182","0.00286865","0.00823975","-0.0894165","-0.0163574","-0.134338","-1.0462","-0.972656","-1"
"7088","0.076483","0.000915527","0.00537109","-0.0875244","-0.00585938","-0.0987549","-0.980835","-0.972656","-1"
"7089","0.096518","0.00140381","0.00561523","-0.0827637","-0.0102539","-0.00933838","-0.926147","-0.972656","-1"
"7090","0.084712","0.00189209","0.00439453","-0.0800171","-0.0078125","-0.0429688","-0.938232","-0.972656","-1"
"7091","0.087276","0.0022583","0.00335693","-0.0772095","-0.0166016","0.0122681","-0.852478","-0.972656","-1"
"7092","0.082433","0.00231934","0.00256348","-0.0737305","0.0149536","-0.00939941","-0.914978","-0.972656","-1"
"7093","0.075284","0.00292969","0.00244141","-0.0703735","0.0400391","0.00512695","-0.931641","-0.972656","-1"
"7094","0.082515","0.00305176","0.00140381","-0.0688477","0.0501099","-0.0113525","-0.944214","-0.972656","-1"
"7095","0.0973","0.000183105","0.00476074","-0.0665283","0.059082","0.0194702","-0.959717","-0.972656","-1"
"7096","0.090431","-0.00238037","0.00524902","-0.0664062","0.0366821","0.00341797","-0.972412","-0.972656","-1"
"7097","0.068509","-0.00518799","0.00579834","-0.0654907","0.0184937","-0.0799561","-0.984192","-0.972656","-1"
"7098","0.091483","-0.00653076","0.00708008","-0.0679321","0.0219727","-0.081604","-0.990112","-0.972656","-1"
"7099","0.072017","-0.00506592","0.00671387","-0.0698242","0.02948","-0.0994263","-1.02289","-0.972656","-1"
"7100","0.081542","-0.00402832","0.00494385","-0.0719604","0.0303955","-0.0703735","-1.00891","-0.972656","-1"
"7101","0.078806","-0.000305176","0.00378418","-0.076355","0.045105","-0.0587769","-1.05322","-0.972656","-1"
"7102","0.080938","0.000183105","0.00427246","-0.0817261","0.0290527","0.00744629","-1.01495","-0.972656","-1"
"7103","0.075219","0.00158691","0.00244141","-0.0863037","-0.00494385","-0.0202026","-1.02643","-0.972656","-1"
"7104","0.081076","0.00134277","0.00372314","-0.0919189","0.00463867","-0.0078125","-1.05841","-0.972656","-1"
"7105","0.085446","0.00317383","0.00323486","-0.0986938","0.0170288","-0.0273438","-1.03967","-0.972656","-1"
"7106","0.0708","0.00323486","0.00482178","-0.102844","-0.00958252","-0.0386963","-0.983521","-0.972656","-1"
"7107","0.10774","0.00219727","0.00335693","-0.10675","0.0055542","-0.0672607","-1.00629","-0.972656","-1"
"7108","0.07339","0.00140381","0.00512695","-0.108398","0.0444336","-0.0502319","-1.00861","-0.972656","-1"
"7109","0.098049","0.000854492","0.00518799","-0.110046","0.0395508","-0.0390015","-0.960449","-0.972656","-1"
"7110","0.098525","-0.000549316","0.00585938","-0.109497","0.0411377","-0.0228271","-1.00421","-0.972656","-1"
"7111","0.103712","-0.000793457","0.0055542","-0.107666","0.0822754","-0.00128174","-1.0174","-0.972656","-1"
"7112","0.097246","0.00128174","0.00683594","-0.102295","0.0610352","-0.0264282","-0.990356","-0.972656","-1"
"7113","0.090575","0.000915527","0.00543213","-0.0973511","0.0553589","-0.0239868","-0.989929","-0.972656","-1"
"7114","0.090931","0.000976562","0.00396729","-0.0927734","0.0317993","-0.0819092","-1.02411","-0.972656","-1"
"7115","0.075069","0.00140381","0.00445557","-0.0870972","0.00598145","-0.141663","-1.00079","-0.972656","-1"
"7116","0.073656","0.000732422","0.00482178","-0.0830688","0.0020752","-0.16687","-1.04413","-0.972656","-1"
"7117","0.096433","0.00012207","0.00280762","-0.0809937","0.0179443","-0.137085","-1.02521","-0.972656","-1"
"7118","0.08384","-0.000732422","0.00360107","-0.0804443","0.0116577","-0.127014","-1.02344","-0.972656","-1"
"7119","0.09228","-0.000366211","0.00317383","-0.0784302","0.0339355","-0.0963745","-1.01526","-0.974609","-1"
"7120","0.094996","-0.00140381","0.00115967","-0.0782471","0.0723877","-0.0057373","-0.982666","-0.974609","-1"
"7121","0.082246","-0.00256348","-0.000244141","-0.076416","0.0454102","-0.0109253","-0.968689","-0.974609","-1"
"7122","0.068986","-0.000366211","-0.000427246","-0.0772705","0.0390625","-0.000244141","-1.04413","-0.974609","-1"
"7123","0.088748","-0.00158691","0.00134277","-0.0778198","0.0201416","-0.0455322","-1.02808","-0.974609","-1"
"7124","0.09909","-0.0012207","0.00231934","-0.0805664","0.0130615","-0.0775146","-0.995361","-0.974609","-1"
"7125","0.088297","0.00195312","0.00158691","-0.0828247","0.0022583","-0.101135","-0.976013","-0.974609","-1"
"7126","0.105402","0.0020752","0.00274658","-0.0866089","0.0410767","-0.0836792","-0.951843","-0.974609","-1"
"7127","0.077249","0.0022583","0.00335693","-0.0912476","0.0407104","-0.116272","-0.864441","-0.974609","-1"
"7128","0.072492","0.00299072","0.00402832","-0.0947876","0.0908813","-0.101746","-0.876099","-0.974609","-1"
"7129","0.07478","0.00299072","0.00543213","-0.0962524","0.0665283","-0.0722046","-0.908508","-0.974609","-1"
"7130","0.082719","0.00158691","0.00793457","-0.0985718","0.062439","-0.104431","-0.969971","-0.974609","-1"
"7131","0.076244","0.00115967","0.00701904","-0.101868","0.024231","-0.142822","-0.995972","-0.974609","-1"
"7132","0.096318","-0.000183105","0.00708008","-0.10199","0.0129395","-0.121277","-1.0462","-0.974609","-1"
"7133","0.080929","0.000488281","0.0045166","-0.102173","-0.0357666","-0.103516","-0.980103","-0.974609","-1"
"7134","0.129201","0.0045166","0.00177002","-0.103027","-0.0098877","-0.141785","-0.961487","-0.974609","-1"
"7135","0.113616","0.00372314","0.0010376","-0.102661","-0.0255737","-0.115173","-0.978149","-0.974609","-1"
"7136","0.102781","0.00494385","0.000854492","-0.100098","-0.0162354","-0.0983276","-0.945862","-0.974609","-1"
"7137","0.152216","0.00280762","0.00396729","-0.0946655","0.000305176","-0.131836","-0.946045","-0.974609","-1"
"7138","0.081171","0.00231934","0.00512695","-0.088623","0.000305176","-0.121216","-0.975586","-0.974609","-1"
"7139","0.083756","0.00012207","0.00463867","-0.0830688","0.0196533","-0.065918","-0.980408","-0.974609","-1"
"7140","0.110037","0.000915527","0.00366211","-0.0774536","0.03125","-0.0645142","-0.945984","-0.974609","-1"
"7141","0.092742","0.000732422","0.00415039","-0.0707397","0.0302124","-0.055542","-0.942993","-0.974609","-1"
"7142","0.12502","0.00354004","0.000976562","-0.067627","0.038147","0.00891113","-0.939514","-0.974609","-1"
"7143","0.108248","0.00616455","0","-0.0675049","0.0646973","-0.0484009","-1.03381","-0.974609","-1"
"7144","0.127729","0.0032959","0.00238037","-0.0721436","0.0440063","-0.0587769","-1.04089","-0.974609","-1"
"7145","0.12762","0.00305176","0.00213623","-0.0772095","0.0651855","-0.0787354","-1.08966","-0.974609","-1"
"7146","0.127185","0.00231934","0.00402832","-0.0852051","0.10791","-0.0505981","-1.12042","-0.974609","-1"
"7147","0.131768","0.00177002","0.00378418","-0.0952148","0.101746","-0.116028","-1.10535","-0.974609","-1"
"7148","0.127282","-0.000183105","0.00476074","-0.101562","0.0776978","-0.143677","-1.0343","-0.974609","-1"
"7149","0.128967","-0.000549316","0.00341797","-0.104797","0.0705566","-0.160461","-1.05383","-0.974609","-1"
"7150","0.188164","-0.0010376","0.00299072","-0.107117","0.0390015","-0.130676","-0.974426","-0.974609","-1"
"7151","0.076209","-0.0020752","0.00231934","-0.105408","0.0192261","-0.122253","-0.961914","-0.974609","-1"
"7152","0.095051","-0.0043335","0.00366211","-0.101379","0.0152588","-0.0906982","-0.993591","-0.974609","-1"
"7153","0.089943","-0.00286865","0.00415039","-0.0994873","0.000183105","-0.0755615","-1.00385","-0.974609","-1"
"7154","0.096316","-0.000915527","0.00543213","-0.09552","0.0101929","-0.0653687","-0.973267","-0.974609","-1"
"7155","0.09868","0","0.00598145","-0.0916138","-0.00769043","-0.114197","-1.03381","-0.974609","-1"
"7156","0.074974","0.000610352","0.00421143","-0.0883789","0.00305176","-0.154175","-1.03217","-0.974609","-1"
"7157","0.09127","0.00128174","0.00445557","-0.0853882","-0.000305176","-0.155212","-1.00525","-0.974609","-1"
"7158","0.083727","0.000366211","0.00317383","-0.083374","0.0239258","-0.0895996","-0.972656","-0.974609","-1"
"7159","0.102755","-0.00134277","0.00537109","-0.0812988","0.00317383","-0.137817","-1.00348","-0.974609","-1"
"7160","0.09281","-0.00146484","0.00604248","-0.0795898","0.0302734","-0.103516","-0.981995","-0.974609","-1"
"7161","0.087277","-0.00140381","0.00817871","-0.0806885","0.00219727","-0.0703125","-1.01135","-0.974609","-1"
"7162","0.092763","-0.000854492","0.00439453","-0.0854492","0.0464478","-0.0148315","-1.03125","-0.974609","-1"
"7163","0.127326","-0.000976562","0.00415039","-0.0865479","0.053894","-0.0698242","-1.08716","-0.986328","-1"
"7164","0.127692","-0.000305176","0.000427246","-0.0886841","0.0552979","-0.0263672","-1.0473","-0.888672","-1"
"7165","0.127297","0.00012207","0","-0.0915527","0.0764771","0.0129395","-1.04919","0","-1"
"7166","0.127786","0.0010376","-0.0012207","-0.0750732","0.15741","-0.00952148","-1.0105","0","-1"
"7167","0.127193","0.00140381","0.00012207","-0.0534058","0.0757446","-0.0630493","-0.991943","0","-1"
"7168","0.127735","-0.00189209","0.00170898","-0.034668","0.0212402","-0.036438","-0.89679","0","-1"
"7169","0.127088","-0.00170898","0.00341797","-0.0148315","0.0958252","-0.0623779","-1.00891","0","-1"
"7170","0.127921","-0.00360107","0.00408936","0.00683594","0.103638","-0.134888","-1.052","0.408203","-1"
"7171","0.127281","-0.00244141","0.00164795","0.0186157","0.0022583","-0.118286","-1.07019","0.220703","-1"
"7172","0.102698","-0.0045166","0.0012207","0.0245972","0.0774536","-0.0805664","-1.06073","0","-1"
"7173","0.152301","-0.00219727","-0.00396729","0.0264893","0.142883","-0.0358887","-1.13861","0","-1"
"7174","0.127722","-0.00201416","-0.00469971","0.0272217","0.0546265","0.00439453","-1.0683","0","-1"
"7175","0.127363","-0.00189209","-0.00982666","0.0280762","0.0194092","0.0997314","-1.04358","0","0"
"7176","0.127131","-0.00427246","-0.00665283","0.0142212","-0.041626","0.0514526","-1.05579","0","-0.125984"
"7177","0.127779","-0.00213623","-0.00524902","0.00598145","-0.100342","0.0388794","-1.0719","0","1"
"7178","0.132703","-0.00219727","-0.00170898","-0.0012207","-0.185913","0.0645752","-1.03864","0","1"
"7179","0.187329","-0.00238037","-0.00146484","-0.00762939","-0.209595","0.0444946","-0.989563","0","0.874016"
"7180","0.12874","0.000305176","0.0032959","-0.0147095","-0.217468","-0.0358887","-0.980103","0","0.748031"
"7181","0.127185","-0.000183105","0.0012207","-0.0136719","-0.127808","-0.0184937","-1.03705","0","0.622047"
"7182","0.127456","-0.000305176","0.000854492","-0.0148926","-0.145447","-0.0255737","-1.01331","0","0.496063"
"7183","0.117587","0","0.0012207","-0.0117798","-0.0924683","-0.130127","-0.966797","0","0.370079"
"7184","0.076133","-0.000854492","0.00244141","-0.00769043","-0.0388184","-0.0779419","-1.00964","0","0.244094"
"7185","0.074988","-0.00244141","0.000305176","-0.00531006","0.0067749","-0.0422363","-0.999817","0","0.11811"
"7186","0.085023","-0.000488281","0.000549316","-0.00469971","0.0576172","-0.0324707","-0.961609","0","-0.00787402"
"7187","0.080308","-0.000427246","0.0012207","-0.00268555","0.12561","-0.026062","-0.995667","0","-0.133858"
"7188","0.076268","0.000183105","0.000915527","-0.0010376","0.131592","0.0279541","-1.047","0","-0.259843"
"7189","0.067584","0.0010376","-0.0012207","-0.000976562","0.109863","-0.00262451","-1.02893","0","-0.385827"
"7190","0.08093","0.000427246","0.000183105","0.00012207","0.0737305","-0.0102539","-1.0307","0","-0.511811"
"7191","0.106227","-6.10352e-05","-0.000366211","-0.00158691","0.0570679","0.0159912","-0.985291","0","-0.637795"
"7192","0.12929","-0.00115967","-6.10352e-05","-0.00128174","0.0442505","0.019043","-0.96344","0","1"
"7193","0.126031","-0.00256348","-0.00909424","-0.0153198","-0.0210571","0.045166","-0.87616","0","0.874016"
"7194","0.127728","-0.000915527","-0.0108032","-0.0217285","-0.0439453","0.0560913","-0.827393","0","0.748031"
"7195","0.127225","-0.00134277","-0.0088501","-0.0236206","-0.0697632","-0.00787354","-0.780579","0","0.622047"
"7196","0.128655","-0.00250244","-0.010498","-0.0214844","-0.0974731","-0.0119629","-0.799744","0","0.496063"
"7197","0.126536","-0.00195312","-0.0107422","-0.0213623","-0.0981445","0.00958252","-0.814575","0","0.370079"
"7198","0.127179","0.000244141","-0.00146484","-0.00891113","0.0132446","-0.0430298","-0.917969","-0.242188","0.244094"
"7199","0.127832","-0.000427246","0.000976562","-0.00280762","0.069458","-0.0216064","-0.965027","-0.691406","0.11811"
"7200","0.132565","0","-0.000732422","-0.00177002","0.120239","0.0327759","-1.01038","0","-0.00787402"
"7201","0.122401","0.0012207","0.00177002","-0.00158691","0.0942993","0.0203857","-1.00275","0","-0.125984"
"7202","0.127073","0.00183105","0.00140381","-0.0022583","0.0802612","-0.00506592","-1.00629","0","-0.125984"
"7203","0.127575","0.0010376","0.000854492","-0.00115967","0.0355225","0.0175171","-0.995483","0","-0.125984"
"7204","0.127745","0.00012207","0.000183105","-0.000793457","0.0141602","-0.0150757","-0.999512","0","1"
"7205","0.127606","0.00274658","0.0012207","-0.00567627","-0.0925903","0.00811768","-1.08521","0","1"
"7206","0.127619","-0.00128174","0.00140381","-0.00787354","-0.124023","0.0402832","-1.06549","0","1"
"7207","0.127381","-0.00219727","0.00592041","-0.0122681","-0.116821","0.0406494","-1.06982","0","1"
"7208","0.128849","-0.000244141","0.00714111","-0.0167236","-0.153381","-0.0336304","-1.08258","-0.511719","1"
"7209","0.08727","-0.000671387","0.0116577","-0.00604248","-0.149109","-0.108093","-1.07446","-0.998047","1"
"7210","0.089716","-0.00427246","0.00830078","0.0200806","-0.0210571","-0.138245","-0.980652","-0.998047","1"
"7211","0.082741","-0.0020752","0.00714111","0.0437622","0.00964355","-0.202454","-0.967285","-0.998047","1"
"7212","0.089751","-0.000976562","0.00482178","0.0671387","0.0410156","-0.203064","-0.950745","-0.998047","1"
"7213","0.090011","-0.00396729","0.00152588","0.0864258","0.104065","-0.06604","-0.913208","-0.998047","1"
"7214","0.084973","-0.00201416","-0.00177002","0.090332","0.0992432","0.0298462","-0.944336","-0.998047","1"
"7215","0.082528","0","0.000427246","0.0830078","0.0372925","0.0346069","-1.00903","-0.998047","1"
"7216","0.087489","0.000732422","0.00177002","0.0767822","0.0615845","0.0455322","-1.06982","-0.998047","1"
"7217","0.100319","-0.000366211","0","0.0721436","0.0374146","0.0518799","-1.03601","-0.998047","1"
"7218","0.087447","-0.000305176","0.000671387","0.0703125","0.00238037","0.0351562","-1.10168","-0.697266","1"
"7219","0.08152","-0.000427246","-0.00012207","0.0652466","-0.00299072","-0.0427246","-1.10236","-0.613281","1"
"7220","0.084478","-0.000427246","-0.00109863","0.0579224","0.0175171","-0.0252686","-1.05475","0","1"
"7221","0.091217","6.10352e-05","-0.00152588","0.0397949","-0.0793457","-0.0179443","-1.01276","0","1"
"7222","0.08025","0.00439453","-0.00402832","0.024292","-0.121155","-0.0374756","-1.11475","0","1"
"7223","0.092578","0.00524902","-0.00427246","0.00952148","-0.11731","-0.0159912","-1.19012","0","1"
"7224","0.079995","0.0022583","-0.00439453","-0.00134277","-0.145081","0.0924683","-1.18817","-0.560547","1"
"7225","0.097393","0.00183105","-0.00567627","-0.00256348","-0.11615","0.0252686","-1.20746","-0.996094","1"
"7226","0.069052","0.00152588","-0.00708008","0.020813","0.0177612","0.0980225","-1.17566","-0.996094","1"
"7227","0.080774","-0.00189209","-0.00408936","0.0413818","0.100708","0.104797","-1.09918","-0.996094","1"
"7228","0.074296","-0.00323486","-0.00183105","0.0595703","0.097168","0.00170898","-0.957153","-0.996094","1"
"7229","0.078474","-0.00134277","-0.000610352","0.0749512","0.125366","-0.0690308","-0.956238","-0.996094","1"
"7230","0.102733","-0.00244141","0.00134277","0.0809937","0.0997314","0.0270996","-0.945679","-0.996094","1"
"7231","0.073553","-0.00140381","0.00274658","0.071228","0.0466309","-0.0360107","-0.989868","-0.996094","1"
"7232","0.104737","-0.000732422","0.000793457","0.062561","0.0128784","-0.0354004","-1.03601","-0.996094","1"
"7233","0.105471","0","-0.000305176","0.0556641","0.0215454","-0.0231323","-1.06976","-0.996094","1"
"7234","0.078468","-0.0012207","-0.00195312","0.0513306","0.019043","-0.0681152","-1.09143","-0.998047","1"
"7235","0.080025","-0.000488281","-0.00158691","0.0506592","0.0307007","-0.0963135","-1.11475","-0.998047","1"
"7236","0.099884","-0.00213623","-0.00445557","0.0515137","0.0485229","-0.0767212","-1.08716","-0.853516","1"
"7237","0.101183","-0.00195312","-0.00341797","0.0498657","0.0265503","-0.0932617","-1.08069","-0.546875","1"
"7238","0.08391","-0.00262451","-0.00335693","0.0469971","0.020813","-0.118774","-1.0495","-0.673828","1"
"7239","0.090104","-0.00256348","-0.00384521","0.0474243","0.043396","-0.0845947","-1.01355","-0.794922","1"
"7240","0.092419","-0.0022583","-0.00512695","0.0507202","0.0439453","-0.14093","-1.0163","-0.810547","1"
"7241","0.080261","-0.00268555","-0.00354004","0.0515137","0.03125","-0.182068","-1.00031","-0.8125","1"
"7242","0.0835","-0.00421143","-0.00512695","0.0533447","0.0252075","-0.178894","-0.992981","-0.8125","1"
"7243","0.088857","-0.00286865","-0.00579834","0.0604858","0.0317383","-0.199036","-1.01013","-0.8125","1"
"7244","0.14142","-0.0022583","-0.00518799","0.0651245","0.0204468","-0.220093","-1.02789","-0.474609","1"
"7245","0.07645","-0.00280762","-0.00640869","0.0604858","-0.0229492","-0.143372","-1.04388","0","1"
"7246","0.082105","-0.000976562","-0.00354004","0.0474854","-0.0194702","-0.0912476","-1.08618","0","1"
"7247","0.088448","-0.000305176","-0.000305176","0.0351562","0.00189209","-0.0307617","-1.00427","0","1"
"7248","0.105386","0.00134277","-0.00256348","0.0199585","-0.00579834","0.0273438","-1.0459","0","1"
"7249","0.084861","0.003479","-0.00372314","0.00421143","0.00567627","0.171448","-1.03375","0","1"
"7250","0.082761","0.00311279","-0.0020752","-0.00500488","0.0401611","0.138794","-0.990051","0","1"
"7251","0.098571","0.00274658","-0.00341797","-0.0057373","0.0249023","0.0772705","-0.977173","-0.236328","1"
"7252","0.087102","0.00366211","-0.00775146","-0.000488281","0.101929","0.0580444","-1.04614","-0.496094","1"
"7253","0.090532","0.00286865","-0.00482178","0.0109253","0.126038","0.0452271","-1.00641","-0.521484","1"
"7254","0.07455","0.000549316","-0.00561523","0.0241699","0.144775","-0.0814209","-1.03235","-0.537109","1"
"7255","0.083709","0.00152588","-0.00543213","0.0369873","0.138794","-0.0618286","-1.01971","-0.572266","1"
"7256","0.096486","0.00128174","-0.00378418","0.0523071","0.122559","-0.0452271","-1.09241","-0.654297","1"
"7257","0.08907","-0.00146484","-0.00195312","0.062561","0.0268555","-0.0957642","-1.05743","-0.667969","1"
"7258","0.09119","-0.00170898","-0.00115967","0.0658569","0.0258179","-0.0465698","-1.07513","-0.669922","1"
"7259","0.097312","0","0.000915527","0.0669556","0.00354004","0.00616455","-1.03998","-0.669922","1"
"7260","0.082166","-0.000549316","0.00164795","0.067627","-0.039856","-0.0444946","-1.09125","-0.669922","1"
"7261","0.104927","0","-0.00195312","0.0646362","-0.0470581","-0.0614014","-1.07538","-0.5","1"
"7262","0.075636","0.00183105","-0.000976562","0.0592651","-0.0690308","-0.119812","-1.10736","-0.0761719","1"
"7263","0.104993","0.00274658","-0.00292969","0.0456543","-0.12738","-0.109741","-1.08069","0","1"
"7264","0.081097","0.00177002","-0.00201416","0.0317383","-0.157227","-0.180542","-1.0697","0","1"
"7265","0.105041","0.00396729","-0.00195312","0.0182495","-0.112732","-0.0671997","-1.06104","0","1"
"7266","0.083634","0.00256348","-0.000793457","0.00769043","-0.0976562","-0.0731201","-0.975159","0","1"
"7267","0.082524","0.00256348","-0.00177002","-0.000183105","-0.098877","-0.00354004","-0.954407","0","1"
"7268","0.090911","-0.00189209","-0.000793457","0.00311279","-0.032959","-0.00921631","-1.00836","0","1"
"7269","0.099109","-0.00164795","-0.00164795","0.00408936","-0.00164795","0.0786743","-1.03284","0","1"
"7270","0.073454","-0.0045166","-0.00396729","0.00384521","0.0111694","0.0665283","-1.09595","-0.0527344","1"
"7271","0.081532","-0.00268555","-0.000976562","0.00262451","0.0592651","0.198853","-1.11139","-0.199219","1"
"7272","0.089995","-0.00146484","-0.00415039","0.00421143","0.114502","0.269043","-1.12646","-0.214844","1"
"7273","0.09746","-0.00244141","-0.00408936","0.00531006","0.0753784","0.219482","-1.06958","-0.273438","1"
"7274","0.081276","-0.00115967","-0.00378418","0.00799561","0.0211792","0.186401","-1.01538","-0.449219","1"
"7275","0.092469","-0.00219727","-0.00134277","0.0158691","-0.0189209","0.0558472","-0.873352","-0.509766","1"
"7276","0.087593","-0.00189209","-0.00299072","0.0239868","-0.0114746","0.0293579","-0.92157","-0.517578","1"
"7277","0.076195","-0.00286865","0.00158691","0.0280151","-0.0562134","-0.0533447","-0.965515","-0.517578","1"
"7278","0.097456","0.000671387","0.00323486","0.0316772","-0.00335693","0.0327148","-1.0827","-0.519531","1"
